Season,Episode,Character,Line
1,1,CAMARERA,"Ay, me encanta cómo hablas… como un caballero de los de antes. ¡La Virgen! ¡Qué ardor! ¿Tanto tiempo hace que no estás con una mujer?"
1,1,ALONSO,"¡Siglos!"
1,1,AMELIA,"Si me viera mi madre durmiendo con un hombre, le daba un aire."
1,1,JULIÁN,"Vas a dormir como a cuatro metros de un hombre…"
1,1,AMELIA,"Te debo parecer muy antigua."
1,1,JULIÁN,"¡Mujer, naciste un siglo antes que yo! ¡Ya me dirás!"
1,1,AMELIA,"¡Pues soy muy moderna, no te creas! Soy la única mujer en la universidad. Y sigo soltera. A mi edad, todas mis amigas están casadas y con hijos. Y tú, ¿estás casado?"
1,1,JULIÁN,"Lo estuve. Murió."
1,1,AMELIA,"Lo… lo siento…"
1,1,JULIÁN,"Tranquila. La vida es muy extraña. Hace unos días pensaba que nada merecía la pena."
1,1,AMELIA,"No fuiste el único."
1,1,JULIÁN,"… y sin embargo, ahora sé que me ha dado la vida… Buenas noches."
1,1,AMELIA,"Yo le conozco…"
1,1,ALONSO,"Sé cuáles son los aposentos del francés. Thibaud, se llama. Es un alto mando de los invasores. Ella es su amante, a lo que parece. Una traidora. Dolores de Villamejor. Una aristócrata que vivía en las Indias."
1,1,JULIÁN,"¿Las Indias?"
1,1,AMELIA,"América."
1,1,ALONSO,"Tiene una alcoba a su disposición todo el año… la ocupe o no la ocupe."
1,1,JULIÁN,"¿De todo eso te has enterado esta noche?"
1,1,ALONSO,"Mientras otros duermen, yo sirvo a la patria."
1,1,AMELIA,"Pues espero que dejaras a la patria satisfecha, porque voy a necesitar a tu amiga para entrar en la alcoba del francés."
1,1,CAMARERA,"Hale, usté a lo suyo, que yo, ya que estoy, voy a ponerle sábanas limpias. Queeee… no es que quiera meter las narices donde no me importa, pero… ¿qué es lo que busca?"
1,1,AMELIA,"Una puerta."
1,1,CAMARERA,"Pues aquí no hay más puerta que por la que hemos entrado."
1,1,AMELIA,"Ya…"
1,1,CAMARERA,"Uy, qué libro más raro…"
1,1,AMELIA,"Es que es francés."
1,1,CAMARERA,"Yo es que no sé leer. Las letras, ná más. ¿Pa qué? Total, pa fregar y tener hijos…"
1,1,AMELIA,"¡Es él!"
1,1,CAMARERA,"Ojito, que hay moros en la costa…"
1,1,AMELIA,"¡Me ha visto en la cantina! ¿Qué hago?"
1,1,CAMARERA,"¡Pero dale brío, que no tenemos tó el día! ¡Hale, ya ha venío el mesié, y nos ha pillao aquí! ¡Anda, sigue tó tieso pa’l pasillo!"
1,1,AMELIA,"Es el Empecinado."
1,1,ALONSO,"¿Quién?"
1,1,AMELIA,"Tú sí sabes quién es, ¿no?"
1,1,JULIÁN,"Sí, pero cuéntaselo tú, mejor…"
1,1,AMELIA,"Él fue… es… será… el que entendió cómo derrotar a los franceses. No con una guerra convencional, sino de guerrilla. El ejército francés es muy superior. Así que en lugar de combatirlo en batallas, le pelea en… todas partes, sin avisar, no le deja en paz. Ataca y se va, rápidamente."
1,1,JULIÁN,"O sea, que el francés sabe que en un futuro el Empecinado organizará la guerrilla, y quiere cargárselo antes."
1,1,AMELIA,"Exacto."
1,1,JULIÁN,"De verdad, deberíais ver la primera de Terminator…"
1,1,AMELIA,"Hay que hablar con él."
1,1,JUAN MARTÍN,"¿Puedo ayudarle en algo, señorita?"
1,1,AMELIA,"¿Podemos salir unos minutos fuera?"
1,1,JUAN MARTÍN,"Señora, le digo que se equivoca. Mi nombre es Eusebio Castañeda…"
1,1,AMELIA,"Usted es Juan Martín Díez, y le dicen El Empecinado."
1,1,JULIÁN,"Y corre un grave peligro."
1,1,JUAN MARTÍN,"Insisto, me confunden…"
1,1,AMELIA,Sé perfectamente quién es usted. Sé que combatió en el Rosellón, que vive del campo en el pueblo de su esposa, que se levantó contra el invasor cuando soldados franceses violaron a una muchacha en el pueblo…,"… que Goya le hizo un retrato…"
1,1,JUAN MARTÍN,"¿Que quién me hizo qué?"
1,1,JULIÁN,"Que… igual Goya no le ha pintado nada todavía…"
1,1,AMELIA,"Oh… Da igual. Lo que importa es que su vida corre peligro."
1,1,JUAN MARTÍN,"Déjenme que les haga una pregunta. ¿Son ustedes españoles?"
1,1,ALONSO,"¡Por supuesto que soy español! Como el que más."
1,1,JULIÁN,"Yo soy… español, español, español…"
1,1,JUAN MARTÍN,"Entonces sabrán que la vida de todos corre peligro, no sólo la mía. Pero puede que ganemos esta guerra pronto. Muy pronto. Tengo una cita a la que no puedo faltar. Si me disculpan…"
1,1,ALONSO,"Tranquila… No le quitaré ojo."
1,1,CAMARERA,"Buenos días, don Eusebio. ¡Jesús!"
1,1,ALONSO,"¿Qué cuarto es ese?"
1,1,CAMARERA,"De doña Lola, la marquesa."
1,1,JULIÁN,"¡Son disparos!"
1,1,JUAN MARTÍN,"¿Qué… qué me ocurre…?"
1,1,THIBAUD,"Ruego me disculpe, monsieur. Aún no domino estas nuevas armas."
1,1,ALONSO,"Yo sí."
1,1,JULIÁN,"Está muerto."
1,1,ALONSO,"Lo sé."
1,1,AMELIA,"¿De dónde ha salido tu pistola?"
1,1,ALONSO,"Me la confiaron antes de venir."
1,1,JUAN MARTÍN,"Lola… Lola…"
1,1,ALONSO,"¡Esa arpía os ha vendido!"
1,1,JUAN MARTÍN,"¡No! ¡Es una patriota! Venía a avisarme de que estaba en peligro… Me dijo que tenía que…"
1,1,JULIÁN,"¡Presiona fuerte!"
1,1,AMELIA,"¡Chsssssss!"
1,1,JULIÁN,"¿Está bien?"
1,1,LOLA,"Se enteró de que iba a ver a Juan, y… ¿Está… muerto?"
1,1,JULIÁN,"No, pero está muy mal. Necesita un médico… de mi época."
1,1,AMELIA,"Llevadlo a nuestro cuarto, yo me quedo con ella."
1,1,ERNESTO,"Ya debían haber dado señales de vida."
1,1,IRENE,"Cálmate… ya verás como todo sale bien…"
1,1,ERNESTO,"Son ellos. ¿Qué ocurre?"
1,1,JULIÁN,"¿Sabe quién es el Empecinado?"
1,1,ERNESTO,"Claro…"
1,1,JULIÁN,"Pues aquí le tengo, con dos heridas de bala de una pistola que se fabricará dentro de doscientos años."
1,1,ERNESTO,"¿Puede traerle?"
1,1,JULIÁN,"Ni de coña. Ha perdido mucha sangre. No aguanta el trayecto en carro hasta la puerta."
1,1,ERNESTO,"De acuerdo. Llegará una UVI móvil ahora mismo."
1,1,MORALES,"Soy el doctor Morales. ¿Situación del paciente? ¿Consciente?"
1,1,JULIÁN,"Va y viene. Delira."
1,1,MORALES,"Muy bien, ya nos encargamos nosotros."
1,1,JULIÁN,"Tranquilo. Sale de ésta."
1,1,ALONSO,"Por vos, no por mí."
1,1,JULIÁN,"¿Está bien Lola?"
1,1,AMELIA,"Dice que sí, pero prefiero que la veas."
1,1,JULIÁN,"Ojalá te oyera mi madre…"
1,1,LOLA,"Te lo puedo explicar."
1,1,JULIÁN,"¿Cómo?"
1,1,AMELIA,"¡Julián! ¡Julián!"
1,1,JULIÁN,"Lola… no es quien dice ser…"
1,1,CARRASCO,"Ya. ¿Me echa una mano?"
1,1,JULIÁN,"Yo he estado aquí antes… en 2015."
1,1,CARRASCO,"Y en el 2015 estamos. Quedaos aquí hasta que el Ministerio venga a recogeros un coche. Vestidos así no podéis ir por la calle."
1,1,ALONSO,"¿Y la puerta? Hay que sellarla."
1,1,CARRASCO,"Ya me encargo yo."
1,1,JULIÁN,"O el móvil se inventó antes de lo que yo creía o esa mujer viaja en el tiempo como nosotros."
1,1,SALVADOR,"Pues va a ser más bien lo segundo… Ernesto, traiga a Velázquez. Hay que mandar un retrato robot a todos los funcionarios."
1,1,JULIÁN,"No hace falta. Tengo una foto."
1,1,SALVADOR,"Vaya, veo que ha retomado viejas aficiones…"
1,1,ERNESTO,"¿Lola? ¿Lola Mendieta?"
1,1,AMELIA,"¿La conocen?"
1,1,IRENE,"Creíamos que había muerto en una misión en las guerras carlistas."
1,1,AMELIA,"¿Qué pretendía?"
1,1,IRENE,"Dinero. Es evidente. Le vendió el secreto a los franceses."
1,1,JULIÁN,"El Empecinado, antes de perder el conocimiento, nos dijo que ella había ido a avisarle de que huyera."
1,1,SALVADOR,"Saque copias de esta foto y envíelas a todas las oficinas. Señores, buen trabajo."
1,1,ALONSO,"Señora, ¿puedo preguntaros por la salud del que dicen El Empecinado?"
1,1,IRENE,"Está bien, recuperándose en un hospital."
1,1,AMELIA,"¿Y no se da cuenta de que no está en 1808?"
1,1,IRENE,"La mitad del tiempo está sedado. Además, tenemos una zona del hospital para nosotros, nadie sabe lo que pasa allí."
1,1,JULIÁN,"¿Y en qué hospital se puede hacer eso sin levantar sospechas?"
1,1,IRENE,"En el 12 de Octubre. ¿Por qué te crees que tiene siempre zonas cerradas por obras?"
1,1,ALONSO,"Se va a salvar. Y va a echar a los franceses de suelo español. ¿No es así?"
1,1,AMELIA,"Sí…"
1,1,ALONSO,"Su rey estará orgulloso de él. ¿Por qué ponéis esa cara?"
1,1,AMELIA,"Su rey lo mandó ejecutar. A él y a muchos que lucharon por España."
1,1,ALONSO,"¿En vuestra época aún se lee el Cantar del Mío Cid?"
1,1,AMELIA,"Claro."
1,1,ALONSO,"Nada ha cambiado desde entonces. Dios, qué buen vasallo, si hubiera buen señor."
1,1,JULIÁN,"Oye, ¿no hay ninguna lista de las puertas, y a dónde lleva cada una?"
1,1,IRENE,"Sí. El listín… Pero se va cambiando cada semana. Aunque también hay una aplicación para móvil, que es más útil, la verdad y no tienes que hacer cálculos. El tiempo pasa aquí y en el pasado, en cada puerta. Cada día, cada minuto… Toma. Yo me apaño con el de Ernesto."
1,1,MAITE,"Hace frío…"
1,1,JULIÁN,"Mucho… ¿Qué hacéis aquí?"
1,1,AMELIA,"Julián… no puedes volver aquí… con ella…"
1,1,JULIÁN,"Dejadme en paz."
1,1,ALONSO,"Vais a venir con nosotros, y vais a venir de buen grado."
1,1,AMELIA,"Es mejor que ella no se entere. Y tú lo sabes, ¿verdad?"
1,1,ALONSO,"Estás loco… ¿Y si te hubieras encontrado… contigo mismo?"
1,1,JULIÁN,"Imposible. Esa noche estaba de guardia. Fue una mala noche. Y la mañana siguiente no fue mejor: discutí con Maite."
1,1,AMELIA,"¿Cuándo… murió tu esposa?"
1,1,JULIÁN,"Murió… Morirá dentro de veinte días. El 23 de diciembre, poco antes del mediodía. Atropellada por un coche. Yo estaba con la ambulancia por la zona… Fui el primero que llegó a socorrerla. Al menos, no sufrió, murió en el acto. ¿No puedo avisarla?"
1,1,AMELIA,"Todos tenemos que morir."
1,1,JULIÁN,"Esa mañana… discutimos. Y no volvimos a hablarnos nunca. No es justo."
1,1,CAMARERO,"Sí, mujer… Ya voy para casa… Cuando eche de aquí a unos pesaos."
1,1,AMELIA,"Julián… el artilugio ese que te dio Irene…"
1,1,ALONSO,"¿Estáis locos?"
1,1,MAITE,"¿Sí? ¿Diga?"
1,1,JULIÁN,"Maite…"
1,1,MAITE,"¿Julián? ¿Desde qué número llamas?"
1,1,JULIÁN,"Eh… nos han dado uno para la ambulancia, lo pasan por centralita. Oye, que… perdona por lo de esta mañana…"
1,1,MAITE,"Joder, es que… me repatea la habilidad que tienes para darle la vuelta a las cosas. ¿Julián?"
1,1,JULIÁN,"Te quiero. Te quiero más que a nada en el mundo. A veces… uno lo da por sobreentendido, y no lo dice… pero quiero que no se te olvide. Nunca."
1,1,MAITE,"Tú y yo tendríamos que discutir más a menudo… ¿Dónde estás? Se oye mucho jaleo…"
1,1,JULIÁN,"En la Gran Vía."
1,1,MAITE,"Oye… ¿No estarás comprando nada para mí?"
1,1,JULIÁN,"No, tranquila… Nada de regalos."
1,2,HOMBRE EN ALMACÉN 1,"Muitos barcos em um dia… É imposible."
1,2,HOMBRE EN ALMACÉN 2,"I si no anem per Irlanda, per on anem?"
1,2,HOMBRE EN ALMACÉN 3,"Poi, quando si paga qui?"
1,2,GIL PÉREZ,"Rocamora… ¡¡¡¡Rocamora!!!!"
1,2,ROCAMORA,"¡¿Qué?!"
1,2,GIL PÉREZ,"¿Esta es la lista definitiva del San Juan?"
1,2,ROCAMORA,"Perdonad un momento… ¡¡¡Silencio!!! ¡¡¡Silencio!!!"
1,2,GIL PÉREZ,"¿Esta es la lista definitiva del San Juan?"
1,2,ROCAMORA,"Sí… Tripulación del galeón y soldadesca. ¿Hay algún problema?"
1,2,GIL PÉREZ,"No, nada, nada… Voy a archivar esto. Vamos, vamos, vamos…"
1,2,ANGUSTIAS,"Si yo estoy muy a gusto en esta época, pero es que la jubilación se me va a quedar en nada."
1,2,IRENE,"¿Y qué vas a hacer, volver al 1900?"
1,2,ANGUSTIAS,"Hija, a la fuerza ahorcan. Para estar en 2015 pasando calamidades, me voy a mi tiempo, que me cunde más. Ya se dice: cualquier tiempo pasado fue mejor."
1,2,ERNESTO,"Eso es mentira, te lo aseguro."
1,2,IRENE,"Deja, ya lo cojo yo."
1,2,ERNESTO,"¿Qué pasa?"
1,2,IRENE,"Lope de Vega…  No va en el San Juan."
1,2,ANGUSTIAS,"¿Y eso qué quiere decir?"
1,2,ERNESTO,"Que va a morir antes de lo que dicen los libros de texto."
1,2,MAITE,"¡Mierda…! ¡Julián, cógelo tú, que no encuentro mi cartera!"
1,2,JULIÁN,"Joder, Maite, siempre estás igual… ¿Sí? ¿Sí? ¿Quién es?"
1,2,MAITE,"¿Quién es?"
1,2,JULIÁN,"Debe ser tu amante, porque no quiere hablar conmigo."
1,2,MAITE,"¿Quién es? ¿Nadie…? Eres un pesado, ¿sabes…?"
1,2,JULIÁN,"Hasta luego, morenita. ¿Quién era?"
1,2,MAITE,"No sé… No ha dicho ni pío. Se habrán equivocado."
1,2,JULIÁN,"Mujer, si se equivocan o cuelgan o piden perdón… No se pasa un rato al teléfono."
1,2,MAITE,"No le des más vueltas… Anda, dame la cartera."
1,2,JULIÁN,"Beso."
1,2,MAITE,"Y una mierda, para que me pegues la gripe."
1,2,JULIÁN,"Te llama un desconocido, me niegas un beso… Esto pinta muy mal, morenita."
1,2,ALONSO,"¡¿La habéis vuelto a llamar?!"
1,2,AMELIA,"Una vez vale, Julián… Pero ya por costumbre…"
1,2,ALONSO,"¡Ni una vez ni ciento! ¡Tomamos una decisión, y hemos de asumir las consecuencias!"
1,2,JULIÁN,"Bueno, tu opción era esto o la horca, así que tampoco te las des de héroe."
1,2,ALONSO,"¡Pero renuncié a ver a mi mujer, y no he vuelto a verla!"
1,2,JULIÁN,"¡Sí, pero está viva!"
1,2,ALONSO,"¡Mi mujer está tan muerta como la vuestra! ¡Como sus padres! ¿Pensáis acaso que viven eternamente? ¡¡Están todos muertos y enterrados!!"
1,2,AMELIA,"No me lo había planteado… nunca…"
1,2,ERNESTO,"¿Algún problema?"
1,2,AMELIA,"No. Ninguno."
1,2,ERNESTO,"El jefe quiere veros."
1,2,SALVADOR,"¿Qué saben ustedes de Lope de Vega? ¿Usted?"
1,2,JULIÁN,"Esto… Que fue un escritor…"
1,2,ERNESTO,"Cada vez vienen peor…"
1,2,IRENE,"Pues espérate a los que van a venir."
1,2,SALVADOR,"¿Y la Armada Invencible, le suena?"
1,2,JULIÁN,"Básicamente, que fue un desastre del quince. Bueno… y lo de no mandé a mis barcos a luchar contra los elementos. Oiga, no me preguntaron por mis estudios cuando me trajeron aquí…"
1,2,SALVADOR,"No. Afortunadamente, para eso está la señorita Folch."
1,2,ALONSO,"¡Por Dios! ¿Queréis contarme de qué va la historia de una vez?"
1,2,AMELIA,"Lope de Vega fue uno de los principales autores de España, en toda su historia. Y la Armada Invencible fue un intento de invadir Inglaterra que fue un fracaso."
1,2,ALONSO,"¿Cuándo ocurrió eso?"
1,2,AMELIA,"Pues… con tu rey, Felipe II. Diecisiete años después de… de tu marcha."
1,2,ALONSO,"Así que si no hubiera aceptado la oferta del Ministerio, estaría allí: en la Armada Invencible."
1,2,JULIÁN,"No. Estarías ahorcado."
1,2,SALVADOR,"Bien, como la señorita Folch sabrá, Lope de Vega se enroló en la Armada."
1,2,AMELIA,"No se sabe con seguridad."
1,2,SALVADOR,"¡Oh, ya lo creo que se sabe!"
1,2,IRENE,"Querida, te olvidas de dónde estás…"
1,2,SALVADOR,"Hemos hablado por skype con nuestro hombre en Valencia, que es donde vivía, y nos ha confirmado su partida."
1,2,JULIÁN,"¿Pueden conectarse por skype con el pasado?"
1,2,ALONSO,"¿Qué es un eskaip?"
1,2,SALVADOR,"Luego se lo explica Julián… El caso es que enrolarse en la Armada fue la condición que puso a Lope la familia de su mujer para permitir la boda."
1,2,JULIÁN,"Qué exageración… Menos mal que mis suegros no me pidieron que me alistara en la Legión antes de casarme."
1,2,SALVADOR,"Hombre, teniendo en cuenta que Lope había secuestrado a su mujer previamente, cabe deducir que pusieron esa condición con la esperanza de que no volviera."
1,2,JULIÁN,"¿La secuestró? ¡Lope era un figura!"
1,2,SALVADOR,"Efectivamente. ¿Ve lo que se pierde por no estudiar a nuestros clásicos?"
1,2,ERNESTO,"Lope se embarcó en el San Juan, un galeón que tuvo la suerte de tener uno de los pocos pilotos que conocía las costas británicas. Y pudo volver sin demasiados problemas."
1,2,AMELIA,"¿Entonces?"
1,2,SALVADOR,"Hemos recibido un fax desde Lisboa con la tripulación del San Juan, y Lope no está en ella."
1,2,JULIÁN,"¿Lisboa? Eso es Portugal. ¿Eso no está fuera de nuestro alcance?"
1,2,ERNESTO,"Entonces pertenecía a la Corona española. Es territorio ministerial."
1,2,SALVADOR,"Deben ir a Lisboa, a 1588, descubrir en qué barco se ha enrolado Lope, impedir que zarpe en él y meterlo en el San Juan o en uno de los otros barcos que no se hundieron. Piensen que tenía sólo 26 años. Y prácticamente toda su obra por escribir."
1,2,AMELIA,"Sí… El Siglo de Oro tiene como estrellas a Cervantes, Calderón y Lope… Sin uno de ellos…"
1,2,IRENE,"No pasaría de Siglo de Plata."
1,2,JULIÁN,"¿No te alistarás en la Armada, tú, que eres tan patriota?"
1,2,ALONSO,"Si puedo evitarlo, no me veréis en un barco. Odio que mis pies no pisen tierra firme."
1,2,JULIÁN,"Mejor."
1,2,ERNESTO,"El funcionario que les recibirá se llama Gil Pérez. Él les pondrá al día."
1,2,IRENE,"Hay veinte mil soldados en la ciudad, probablemente borrachos. Así que ten cuidado, nena."
1,2,AMELIA,"Tranquila."
1,2,ERNESTO,"¿No se cambia de ropa?"
1,2,ALONSO,"Apenas son 17 años, supongo que se vestirá de manera similar."
1,2,ERNESTO,"Bien, pues esta es la puerta."
1,2,JULIÁN,"Venga… Pero… ¿qué pasa, dónde estamos?"
1,2,ALONSO,"¡Es un barco! ¡Es un maldito barco!"
1,2,AMELIA,"Es… increíble…"
1,2,ALONSO,"¿Acaso no habéis visto nunca un puerto?"
1,2,GIL PÉREZ,"¡Tranquilo! Soy Gil Pérez, funcionario del Ministerio."
1,2,AMELIA,"Sois Gil Pérez, supongo."
1,2,GIL PÉREZ,"Y vos, Amelia Folch."
1,2,AMELIA,"Sí."
1,2,GIL PÉREZ,"Encantado de conocerles."
1,2,ALONSO,"Pues yo no estoy tan encantado… No nos habían advertido que la puerta estaba en un barco…"
1,2,GIL PÉREZ,"¡Oh, es muy conveniente! Puedo mover la puerta a cualquier puerto español que me plazca, incluso a las Indias. Y le aseguro que hay puertas del tiempo en lugares mucho peores que éste. Pero dejémonos de disquisiciones: hemos de apresurarnos. La Armada empieza a zarpar mañana al alba…"
1,2,JULIÁN,"¿Mañana? ¿Y no nos lo podían haber dicho antes?"
1,2,GIL PÉREZ,"Yo mismo me enteré ayer. Las listas de tripulación nos llegan a última hora, justo para aprovisionar los pagos. Ni siquiera sé en qué barco va Lope. Sólo sé que no va en el San Juan. Además, ¿qué clase de españoles seríamos si no fuéramos capaces de hacer el trabajo a última hora?"
1,2,JULIÁN,"¿Dónde vamos?"
1,2,GIL PÉREZ,"Al despacho de la Armada. Allí dispongo de un pequeño cuarto donde podemos cotejar las listas de embarque."
1,2,ALONSO,"Conozco la ciudad, y conozco a los soldados. Averiguaré más tomando un vino que mirando legajos."
1,2,GIL PÉREZ,"Pues nos vemos en el despacho."
1,2,JULIÁN,"Mi primer viaje con Maite fue aquí, a Lisboa. Y no reconozco nada."
1,2,AMELIA,"Dentro de siglo y medio un terremoto barrerá esta ciudad. No existe ni en tu mundo, ni en el mío. Nunca hubiera soñado poder ver esto con mis propios ojos."
1,2,JULIÁN,"El Siglo de Oro necesita un Excel."
1,2,AMELIA,"¿Un qué?"
1,2,JULIÁN,"Nada, cosas mías. ¿No se hacen un lío?"
1,2,GIL PÉREZ,"Sí. Pero hay un truco que nunca falla."
1,2,JULIÁN,"¿Cuál?"
1,2,GIL PÉREZ,"No agobiarse. Aquí está… La buena nueva es que el San Juan es de los últimos en zarpar. Sale en dos días. Necesitamos encontrar a Lope y reubicarle. Aunque parta con un hombre de más."
